rating,reviews,date
1,"            Would not recommend to anyone, terrible customer service supported by just as terrible prices!Steer clear!!
        ",2016-07-28T19:31:42.000+00:00
1,"            When we joined British Gas, we got quoted that our consumption of electricity a month would be £85 a month and that it would be a good idea to stick to a DD of £85 that way we may be owed money back at the end of the year. (All our power is electricity)Admittedly we lowered our DD for a few months to £70-£75 in the summer but the upped it to £95 to eventually £110!!!! To try and pay off our supposed debit amount! We have now moved to EDF and wish we had from the start, our remaining bill was for £216.73 and I think it's absolutely disgusting prices! We only have a two up two down!Shame on you British Gas, no wonder everyone is moving to EDF!! Not sure how you have any customers left at all!
        ",2016-07-28T11:06:29.000+00:00
1,"            Have had British Gas Home cover for over 2 years paying over £35 a month for the pleasure.Never had to use them except for annual service.Finally when I did service was as bad as you could possibly imagine - several times told people would call back - never did. Lied about raising a complaint - then closed complaint of as dealt with when it wasnt. Took £50 from my card as that was excess but work never carried out and still am waiting for money back months later.Have cancelled all my British Gas Services and have recomended family and friends to do the same
        ",2016-07-27T08:00:46.000+00:00
1,"            Been with British gas home care for three years. After 2 annual services without fail the boiler breaks down within 7 days. Each time the cause was a blocked condensate pipe which was ignored during the service visit.Home cares response? Pay us £50 excess or we cant repair it! Even though it was less than 7 days since the service visit.Finally agreed to revisit without charge but now have to sit here in a cold house till tomorrow though their incompetenceThat's the point in a preventative service if it doesn't even check the fundamental safe and reliable operation of the heating system? .Im checking into a hotel and posting my telephone conversation onto youtube Disgusting and negligent.UPDATE 25/012017BG came out to do the repair on Friday (20/01/2017)The engieer insisted that the fault shown on the display was indicating a flame problem not a blocked condensate pipe. My partner explained that he was wrong as we have had this problem in the past. He went out to the van, checked the boiler history on his laptop. He came back in and told us it was our boiler that was poor quality and again insisted that he needed to replace two more parts on the boiler.Once again the boiler fired up and he left.We are now on Monday 23rd just two days later and the boiler is again broken down and again shows the same fault ( F L) blocked condensate pipe) Tried to ring British gas and the office is closed till tomorrow.Yet another night without heating.Incompetence doesn't begin to describe it.UPDATE 10/04/2017Boiler broken down again, exactly the same fault as all the other times. Made to pay an additional £60 excess fee even though its only a couple of months since the last time they repaired exactly the same fault.
        ",2016-07-26T18:44:56.000+00:00
1,"            I paid our British Gas bill by an online payment  through my business bank account (as I have done for years) to the British Gas bank account; the transaction was completed on 27th June 2016. The following week we received a telephone call from British Gas and the caller was rudely insistent that the bill had not been paid and that he would 'give us until Friday' to pay the amount. I also received an email  on 7th July 2016 with an attached copy of the 'outstanding' invoice; I paid the invoice again. When I checked my bank statement, I realised that the payment had been taken twice and I rang British Gas to explain the situation and requested a refund. However, members of the customer service department would not accept that the payment had been made twice, so I offered to email a copy of my bank statement, so that the transactions could be verified. I have now been told that the statement is not suitable evidence and that I need to send a copy of the bill to prove it has been paid. I contacted my bank and they have informed me that this is not possible, because I made both payments online and that the transactions can only be seen there. I was also advised to ask my bank for an indemnity payment to have the over payment returned to my account, but that is not possible, because the transaction was not a direct debit. I have tried to explain all this, but the customer services agent over-talks me on the phone and his main point is to insist that no payment was made to British Gas on 27th June 2016 and effectively it is up to me to prove otherwise. However, he tells me my bank statement is not proof, that I must send a copy of the bill receipt, which I don't have, because I paid online...and so we go round again. My bank confirm that both payments were made to British Gas through my account, but British Gas will not accept that this is the case, even though my bank statement clearly shows the two transactions. This attitude is totally unacceptable and it is exasperating to try to talk to someone whose replies do not answer questions and just appear to be scripted responses to FAQs. Update:I have received a call to say the transaction has been traced. However, because our last meter reading was more than 28 days ago, I have to submit the latest meter reading to British Gas, who will deduct any charges from the over payment and will refund the difference to my bank account!Conclusion:British Gas do not make mistakes, any proof of error British Gas customers provide is wrong/unacceptable/not suitable (delete as appropriate), and 'apologies' are grudgingly made from a prepared script - which means nothing. I have absolutely no faith in a company whose attitude to long-standing, loyal customers is to refer their queries to a call centre employee and then treat that customer like some sort of fraudulent liar. It was my job to prove their mistake, not their job to investigate the problem. This customer is looking for a new gas supplier.
        ",2016-07-26T11:22:11.000+00:00
1,"            I have always used British Gas for my electricity and gas. As a home owner it made sense to use them for their home care services, I thought that I would have the peace of mind that if anything went wrong with my boiler, they would fix or replace. So I signed up for British Gas home care, boiler, electric and plumbing protection in October 2009.Everything went swimmingly, I had a boiler service each year and everything was perfect, until....In 2013 my boiler stopped working. I had no hot water no central heating. I had two children under the age of 5 years of age. I called upon trusty British Gas home care, to be told that there had been a problem with my direct debit and that I would have to pay £99 for a British Gas engineer to visit. I paid the £99, a British Gas engineer visited and wrote off my boiler. The flue had been leaking for 2+ years and had leaked into the boiler so badly that it had corroded the inside of my boiler deeming it irreparable. Bearing in mind that it had been serviced and deemed as safe after every yearly service.The kind engineer noticed that I had two small children in the home with no heating or hot water, one of which suffered from kidney damage and was registered under the children's hospital. This engineer called British Gas and arranged for someone to come and give a quote for a new boiler,A sales man came and gave a quote and left. I did not sign an agreement there and then, nor did I sign an agreement for British Gas to come and complete any work. To my knowledge my ex partner has been chased for a debt related to an installation of a boiler for £3365.62 for three years.AND NOW THEY ARE CHASING ME!I have contacted British Gas yesterday because they are now chasing me for this debt. Apparently they are now chasing me for this amount and have referred it to their solicitors because chasing my ex partner has ""proved  fruitless"" these were the exact words that they used.I can confirm, that I have never accepted the original quote that British Gas quoted me and that I never signed any agreement. I did not give permission for any work/ installation to be completed by British Gas. I did not sign for any completed work or boiler installation.
        ",2016-07-21T19:56:27.000+00:00
1,"            that is the amount they quoted to upgrade central heating!!!! for a 2 bed bungalow!UPDATE - yeah we did £2500 with warantys!
        ",2016-07-20T21:45:45.000+00:00
5,"            Engineer arrived promptly and carried out service quickly and efficiently.
        ",2016-07-18T14:04:05.000+00:00
5,"            Our heating and hot water stopped working because the control clock  failed. Rang BG before lunch and fault corrected same day. Boiler Service given at same time. Very pleased excellent service.
        ",2016-07-16T22:40:22.000+00:00
4,"            Excellent service, quick, courteous and very efficient
        ",2016-07-16T16:07:39.000+00:00
5,"            Whole process from booking, to engineer visit, was very professional, efficient, friendly and helpful.
        ",2016-07-16T14:00:50.000+00:00
4,"            Always very courteous and helpful
        ",2016-07-16T11:21:00.000+00:00
2,"            commercial business. Having started with BG for gas & electric 12 month ago.  We 1st started receiving FIVE bills per day for each fuel.  Once that had been put to bed, we started receiving 'demand' bills for a Mr K. Navidi and then most recently we have been referred to as a Mr S. Whyte by the meter reader who then explained after a lot of questioning, that he was unable to take the meter reading :-(Due to the time wasted and hassle this has created, we had informed them 3 month prior, that we are leaving - that email form and letter apparently were not received (but we did photograph that email form) prior to sending.  They have now placed an ""Objection"" to our new supplier which stops us from leaving.Phone after phone, Hassle after hassle after hassle with sweet sounding girls and promises of ""Objections removed"" on multiple occasions.Moral of this tail is ""unless you can afford to waste hours of spare time to sort out THIER mix ups with no compensation - we cannot recommend BG as an energy provider"".(Please be aware that BG was taken over by Shell a few month back, so we can no longer advertise ""Backing Britain"" in this respect either).
        ",2016-07-16T10:09:56.000+00:00
5,"            Arrived on the scheduled time.  On completion the Engineer explained all that he had done in carrying out the service.
        ",2016-07-15T20:06:00.000+00:00
4,"            Very good service by the engineer
        ",2016-07-15T16:41:46.000+00:00
4,"            Can't fault service over 50 years from first gas pokers, move to natural gas, 3 boilers and valves to central heating. Easy arrangements for annual service with prompt attention.HAppy with my experience & would recommend Br Gas wholeheartedly
        ",2016-07-15T14:11:05.000+00:00
5,"            Engineer was very polite and efficient
        ",2016-07-15T13:12:17.000+00:00
4,"            Very thorough, very organised and very pleasant person and quick.
        ",2016-07-15T08:07:47.000+00:00
5,"            No problems, efficient and pleasant worker 👍
        ",2016-07-15T04:56:19.000+00:00
5,"            very good service,friendly staff.
        ",2016-07-14T20:14:04.000+00:00
5,"            Prompt efficient service at a time to suit
        ",2016-07-14T17:50:25.000+00:00
5,"            Service was excellent
        ",2016-07-14T17:08:37.000+00:00
1,"            Engineer created has leak
        ",2016-07-14T17:02:51.000+00:00
5,"            Nice to receive pre visit phone call. Very polite.  dust sheet down no messreported outcome well
        ",2016-07-14T16:41:08.000+00:00
5,"            As always yours guys are fab.friendly.helpful.honest .What more can I say
        ",2016-07-14T16:24:41.000+00:00
5,"            Engineer was supposed to ring us before arrival but had been fed an incorrect number. However he arrived at the scheduled time and we were prepared. He was polite informative and interested in our boiler history. He progressed smoothly with his work and confirmed all was well. The paperwork was clearly explained. We thank him for his professional attitude.
        ",2016-07-14T16:20:21.000+00:00
5,"            Always found British Gas reliable.    May not be the cheapest, but we have never had any hassle.
        ",2016-07-14T15:48:10.000+00:00
5,"            Always have good service.Engineers are pleasant and helpful.
        ",2016-07-14T15:27:05.000+00:00
5,"            Very happy with service
        ",2016-07-14T15:21:52.000+00:00
5,"            Engineer very helpful. Explained all issues. Phoned to advise arrival time. Great to have this annual insurance cover with British Gas.
        ",2016-07-14T14:43:00.000+00:00
4,"            I am always very happy with British Gas engineer visits, ease of booking, and their willingness to make sure I get the best possible care.However despite several phone calls, I am still trying to get a VAT invoice for my heating control system which was installed and paid for in February!
        ",2016-07-14T14:33:07.000+00:00
5,"            The engineer arrived within the allotted time span, having texted me prior to his arrival. He was friendly and knowledgeable. He discovered a slow leak in a pipe which needed replacing. He arranged to return five days later which he did. He completed the job in the morning as he told me he would.
        ",2016-07-14T14:18:43.000+00:00
5,"            Engineer was prompt, phoned beforehand, courteous, efficient and didn't leave a mess
        ",2016-07-14T14:00:41.000+00:00
5,"            Was carried out very efficiently, many thanks
        ",2016-07-14T13:59:07.000+00:00
3,"            For the last 5 years my annual maintenance appointment has been postponed at late notice (within 18 hours).I have no confidence that they will turn up, as some years postponement can happen more than once.The appointments last less than 10 minutes.
        ",2016-07-14T13:28:26.000+00:00
5,"            I would recommend as they were very thorough
        ",2016-07-14T13:27:53.000+00:00
4,"            Very good friendly - Happy to answer questions, quick to respond to call out.
        ",2016-07-14T13:12:22.000+00:00
4,"            A knowledgeable and exoerienced engineer carried out our annual service. He explained things and made recommendations.
        ",2016-07-14T13:04:38.000+00:00
5,"            They are always there for you when you need them.Experts in their field, polite & well presented.Nothing is too much trouble.
        ",2016-07-14T12:59:25.000+00:00
5,"            Appointment made, kept, and carried out, as one should expect.
        ",2016-07-14T12:46:18.000+00:00
5,"            The engineer called 15 minutes before arriving at 0900. He was very polite and informative and left the area as he found it.Explained everything to me and left with the report. Very satisfied!!
        ",2016-07-14T12:38:51.000+00:00
5,"            The gas man phoned ahead to say he was on the way and arrived within the time span requested. He quickly and tidily serviced my boiler, mended a slight problem and then left within 40 minutes.
        ",2016-07-14T12:34:08.000+00:00
5,"            came on time very efficient and professional
        ",2016-07-14T12:24:09.000+00:00
5,"            Excellent able to book calls on line including breakdown and choose convenient time, seen the same day  very professional service thank you
        ",2016-07-14T12:11:36.000+00:00
1,"            I am getting on a bit and moved into a Nottingham City Homes high-rise aided-flats.I set-up a direct debit to pay British Gas and almost a year later received a demand from them for another account number that had my name and correct address on it. Being partially deaf, I asked Deana, the warden, who contacted BG, and almost two hours later, they told her that this account would be closed on 7th June 2016.On the 7th of July 2016, another letter arrived asking if I had forgotten to pay this bill? Julie, the another warden rang them to try and sort this out, but it took so long, her going home time arrived. Seems I may have to pay to have the second (Non-existent) meter removed/disconnected?Four days later, I managed to get Deana to ring again. Eventually, again, they informed her that the account would be closed.I now wait nervously for the next 'Reminder'.Hey-ho!Well well well... The following Saturday (today)Oh, Marvelous! French Owned British Gas, who last week told Warden Deana the Electricity Bill would be scrapped for the second time, have sent me a Red Letter Bill with threats now!Losing me credit rating - demanding the £250+ I don't owe them!So frustrated, I did a post about them and put it on Facebook, LinkedIn and on WordPress too!So annoyed with them for lying to my warden twice now! Grrr!So, another demand arrives, and my aided-flat warden rang them again for me.Warden Deana told me once again, the account is to be closed and I have nothing to worry about. (Humph!)Now, a few days later today, I get another demand for this non-existent meter with my name on it, once again for the £250.32.""Call us about the money you owe"" is the headline on it!The replacement ticker the angina and sticking reflux valve are not happy with this extra unwarranted hassle from British Gas, especially after Deana rang them for I think the fourth time - now I have to bother her again for a fifth-time. After being told on every occasion the account would be closed.My health is suffering over this, and enough is enough! I will be seeking legal advice as recommended by the medical staff. When and if I ever feel up to it!All I want is peace and a hassle-free existence.Nemo Mortalium Omnibus Horis Sapit, I understand, but my patience is getting thin. I hope I don't snuff it before this is sorted.Where can I get some help on this, can anyone help?Thursday 28 July 2016:Warden Deana Walker rang British Gas again (Over an hour) for me.This time, a different story emerged: It appears the two tariffs are on the same meter now? They intend to merge the two - thus making my bill twice as much?This after being told three times by British Gas that they had closed this fictional extra account!Deana asked them to send someone out to sort and assess the situation.So, now I await Deana to have a look and then the BG representative getting in touch to arrange a visit...1220hrs: Ah, Deana is here now talking to British gas as she looks at the meter... She gave the all the details yet again to a different representative who told her the account in question was definitely closed 28th June 2016. This the same account that they are going to merge with my proper account???She was then put onto someone else and explained it all again to this one. She waited patiently for the return to the phone, of the lady she had been speaking to this time... 1240hrs: Still waiting.  1253hrs: Still waiting... 1258hrs... (Missed her dinner break now!) 1259hrs The Lady (Leigh) returned said Checked on company database, what Abdul told her earlier was incorrect, the account they were still sending out bills for no longer exists!Nice that! I await further developments with an uncomfortable feeling of dread in my old mechanical heart.Thursday 4th August:British Gas with another Red Demand for payment to the meter they told Warden Dean Walker a few days ago (For the third time!) had been Cancelled!The ladies must have seen how this affected me, and they ran Deana and asked her to call and see me once again Sort out this horrendous situation.This time, French-owned British Gas threatened me that they would get a legal entry warrant and replace the non-existent meter with a payment meter, I'd lose my Credit Rating, and they will pass on my details to Credit Collection Agency!British Gas with another Red Demand for payment to the meter they told Warden Dean Walker a few days ago (For the fourth time!) had been Cancelled!Warden Deana arrived a bit later, and took the paperwork, saying she is going to contact them by email this time, so she has a record, and off she went, too.Heard nothing back from her yet.Terribly worried now!Warden Deana came to see me. She has sent an email to British Gas, awaiting a reply.Wednesday 10 August: Warden Deana emailed the reply to me from BG.From: Customer Complaints:Date: 9 August 2016 12:38:24 BSTTo: Dean Walker Subject: Your reply from British Gas (18953202)  (KMM43902975V30033L0KM)Dear Ms WalkerThank you for the enquiry you sent regarding Mr Chamber's account, I’m sorry it’s taken me a while to get back to you. Unfortunately, I am unable to help for the time being, as you are currently not named on the account, and as such I am unable to disclose or change any information regarding the account.This is due to the Data Protection Act.If you would like to be named on the account, please call us on 0800 048 0202* when you are with the account holder, so we can get permission to either speak to yourself or add your name to the account.Alternatively, you can send in a signed power of attorney letter from the account holder, with the account number and details, authorising you to be added to the account. This can be posted, or attached to an email. Our mailing address is: British Gas, PO Box 227, Rotherham, S98 1PD.Once you have been added to the account, or we have verbal    permission from the account holder to discuss the account with yourself, we will be able to disclose any information you require.I apologise for any inconvenience this may cause.Please contact us should you need any help in the future and thank you for contacting British Gas. Kind regards Grace Winearls britishgas.co.uk - Looking after your worldDeana came to the flat at 0955hrs and rang BG and got her name on record as my representative and  added her name to the account. (Which account, the actual one or the fictional one, we were not sure)She ran the BG Complaints number, and tried to get put through to them, but had to make do with the Billing section.She explained the situation yet again to this BG agent, and was put through to another agent and explained everything to him as well. To complained to each person she spoke to, and asked them why she could not get through to the complaints department?She was put on hold. (Half an hour o the phone up to here)Someone spoke to her and decided to put her through to someone else again.She was put on hold.She explained everything again to this agent.She was put on hold.She asked for written confirmation that the account had actually been close like he has been verbally told on four occasions now, but the demands continue?She was put on hold. Mr Ricmondo came on the line.We were told it had been cancelled (Again!).She was asked to give the meter readings from the one meter I have. (Which of course is not the meter in question (...67), but the meter I am paying by direct debit (...95). Bewildered we both were!Deana complained again, about not being able to talk to their Complaints Department directly!Her phone battery was now down to one bar. She complained about being kept waiting on hold so often.She was put on hold.Ricmondo returned eventually.1) It seems an engineer will contact Deana to make an appointment to disconnect the non-existent meter and take the readings?2) No further demands would be received. (Oh yes, very confident about this we were!)Deana spent 53 minutes in total on hold - the poor woman had lost the will to live!Wednesday 10th August 2016:British gas, who told Deana five times at least now that the account had been closed, sent me an email request to supply them with a meter reading again, for the supposedly closed mystery meter!?!?It gets more convoluted and worrying as time goes by!Wednesday 17th August 2016:Despite having been told by Deana not to contact me, but her as she is my sole representative and her contact details being given to BG, they called me on the phone knowing my hearing difficulties. The polite gentleman, who's accent, I found extremely hard to comprehend, wanted to talk to me about the non-existent meter. I informed him of the arrangement for Deana Walker to be contacted as my agent. Then had to give him her contact details for the eighth time at least.Still, no more Red Letter threats and demands again... yet.19th August 2016:Got a phone call from BG again. Told them to contact Warden Deana. Later in the day - Well, fancy that, yet another threatening payment demand arrived! ""We will pass your details to a debt collection agency!"" ""...for a warrant to enter your property and fit a pay as you go meter"" Again I receive it on a Friday so I can worry and fret over the weekend before I can get to talk to Deana.The stomach ulcer has started playing up now. Tsk!Monday 22nd August 2016 - 0835hrs:Hobbled to the Community Hut at the flats and luckily, Deana was in, she called British Gas and asked if she could be put through to the complaints department, this time, she was told they didn't have a complaints department?She explained the situation yet again and I had to confirm my authorising her to speak for me. She was put on hold for fifteen minutes: She was put-on-hold again and eventually ran out of time and had to ring off after 20 minutes! She will try again later and let me know what occurs. Lots more to add, no room left
        ",2016-07-12T08:27:48.000+00:00
5,"            Having a blocked sewage pipe is no-one's idea of fun after a long day at work but from the excellent customer service on the telephone, to the Dyno-rod gentleman arriving only an hour later I can't praise this service enough. It was all sorted within a hour, even with my neighbour having placed his fence over the drain cover,lol. I wouldn't consider giving my homecare cover up with service like this and recommend to all.
        ",2016-07-11T21:22:50.000+00:00
2,"            I decided to switch from BG in April 16 after having been a customer since 2009 due to the high price of the service and have now moved to a fixed tariff with another provider. I received correspondence from BG that the new provider would be taking over the contract and that they would close my account. Although there have been no issues with the electricity account there have been ongoing billing problems with the gas account. In May I received a final bill for £640 which was based on an estimate. When I gave the reading they confirmed that I owed £64. Has I been a vulnerable person I may not have been able to have discussed this with them. Today I have received yet Another bill for the gas account for £35 despite there having been three conversations over the phone in which the staff confirmed categorically that the account was closed and despite the BG app confirming the account was closed. I now have no option but to complain in writing as I amWasting time and money discussing the account over the phone and getting no where. They are completely incompetent and expensive. Avoid.
        ",2016-07-02T12:02:42.000+00:00
1,"            Shocking stuff from BG, I moved into a new flat which I was renting and took on an account with them as they were the current gas supplier. Big mistake.Not only finding them more expensive the service has been shocking. The previous tenant contested their bill and meter number with BG and was passed to debt collection services. I spent hours on the phone to them deciphering which meter was mine, running up and down stairs for them instead of them sending an engineer to do it. Then guess who they tried to collect the outstanding money off? Yup, me. The new tenant. Now I could forgive this happening once, having your details passed to a collection agency to collect debt that's nothing to do with you, which they fully know given my stair running. But twice? Months later? COME ON! Not only letters but texts as well as they passed on my phone number. Thanks BG! They know its not my account (different number) but keep adding my personal details to collect from the previous tenant. And then its my job, the paying customer to send letters back to the collection agencies and call them clear my name because of their repeated mistakes.Total farce dealing with them, both times ""very sorry, this should not of happened"". Really? You dont say...Useless
        ",2016-07-01T16:23:16.000+00:00
5,"            Nothing else to say
        ",2016-07-01T10:28:46.000+00:00
2,"            Received three incorrect bills, only finding out i had been over charged for both electric and gas when i call to question why the final bills are so high. Left to go with another company! Check you are being charged correctly!
        ",2016-06-29T13:38:40.000+00:00
1,"            Fire doesn't light properly. Still no better.
        ",2016-06-28T13:51:12.000+00:00
4,"            all was ok but lacked any feeling of a personal touch.
        ",2016-06-26T07:21:45.000+00:00
5,"            I found Customer Services understood my concern and the person who dealt with my complaint was helpful and was able to give me a satisfactory outcome.
        ",2016-06-25T18:20:21.000+00:00
1,"            3 call outs later and still no repair. Lack of parts in all three occasions. Can only give a full day call out. I work full time so needed a call before the engineer arrived so i could get back home. Twice a sorry we missed you card pushed through with no call. On second visit the engineer left my boiler leaking dirty water and has chipped my plaster off my ceiling. Had no water for three days. I would not recommend paying for this service. It would be cheaper and more reliable to hire your own trademan.
        ",2016-06-25T15:57:11.000+00:00
1,"            I had a smart meter guy come in May 2016 (from british gas) for the third time to come change my smart meter which he did! Then went around and checked all the appliances which I said was fine got to the gas it was working perfectly and went to put the hood down and pulled on it and it broke! So got on to his superior (Russell Brown) who said you have to cap the gas now as it operates the cut of switch. I spoke with the engineer who apologised and said his supervisor said they will fix it or replace it with a like for like product and pay you back for the food cost as you will have to buy take away. It can happen to anyone so I understood and finally after one week they offered to come and fix it or replace it.Two guys come and said it's not worth repairing as it's  to old so they will pay you for a new one! I then went back to Russell Brown and he said find a like for like which I said found one its £399 (New home Stoves gas cooker) his reply was it's too much I can only give you £250. That's when I got annoyed and said hang on your guy broke a perfectly fine gas cooker and its your responsible too replace it. Passed me over too there insurance centrica (who are a total bunch of t***s) who offered to pay only £100 and won't pay for any cost's incurred whilst cooker was broken.  It's now June 25th 2016 and still no reply just contacted the financial Ombudsman services and they advised send British gas another email stating what has happened and wait another 8 weeks then get back to us. I have been telling all my friends and family and advised them how annoyed I am it's unbelievable you would think a company this big that makes so much money would do anything to put things write but apparently not. I would strongly recommend you look around and use someone else.
        ",2016-06-25T14:27:46.000+00:00
5,"            a first class service engineers very good they explain things so one can understand
        ",2016-06-25T10:26:18.000+00:00
4,"            pleased at earlier completion than original booked appointment
        ",2016-06-24T17:12:51.000+00:00
5,"            Very helpful helped me with the thermostat for the central heating boiler polite arrived on time would recommend
        ",2016-06-24T16:51:05.000+00:00
5,"            Engineers are always quick, efficient, clean and tidy.
        ",2016-06-24T15:33:58.000+00:00
3,"            didn't feel everything was explained about the process for getting central heating installed I got the quote and that was it if you want to go a head give me a call bye not inpressed
        ",2016-06-24T11:22:20.000+00:00
5,"            Phoned beforehand to let me know that they were on there way, certified engineers always polite and all mess cleared away
        ",2016-06-24T10:26:45.000+00:00
5,"            Engineer was prompt and efficient.Pointed out potential issues.
        ",2016-06-24T09:24:10.000+00:00
5,"            Always excellent and reliable
        ",2016-06-24T06:56:05.000+00:00
3,"            WHAT IS THE WORLD COMMING TOO WHEN YOU HAVE TO REVEIW THE REVIEW PROCESS BEING USED, Shame-on-you Trustpilot "" go to the naughty step And consider your morals! TRUSTPILOT PLEASE NOTE THAT I WOULDENT AWARD ANY STARS!  WORST STILL IS THE FACT THAT MY AWARDED ONE STAR CONVERTS TO THREE STARS BEFORE MY VERY EYES A S   I F   B Y   M A G I C  was surprised to see so many five star reviews and faelt ""the problum must be with me"" however after scrolling down five reviews I quickly regained confidence that the problum wasn't with me, British Gas (BG) appear to not only be upsetting their customers but delivering a poor service across the UK.  I have tried to enter into correspondence with BG, in fact taking up there suggestion of replying to them if my concerns haven't been addressed!  BG initial response was to discuss everything and anything apart from my concerns!  BG staff must be having an extended holiday as my second email remains unanswered!  I have been a BG dual dual customer over 20 years and was shocked to find out that I could make huge annual savings by simply swapping my energy supplier!  Savings as much as £700.00, in fact there was more good news as far as I would be able to earn Necter points again when administrating my energy supplies! BG decision to make negitive changes to their own necter rewards was bad enough but ignoring overwhelming feedback from BG necter customers is bizarre.  I would finish by saying I don't like hanging my dirty washing out  for the public to see thou with no further response from BG I have made use of truspilot.com!!!!     PS.  Trustpilot may I suggest you allow reviewers to select no stars if they so desire!
        ",2016-06-24T00:15:49.000+00:00
5,"            Annual servicing of boiler arranged and completed within a few days.
        ",2016-06-23T20:19:19.000+00:00
5,"            I started using British gas servicing after my father always had great service from them and I have had no reason to regret the decision.From the minute I pick up the  phone it goes smoothly. Telephone staff are allways friendly and helpful. The service engineers are similar and extremely competent.
        ",2016-06-23T18:20:41.000+00:00
5,"            The engineer was copetent and friendly.
        ",2016-06-23T17:45:43.000+00:00
5,"            Excellent friendly and efficient engineer.
        ",2016-06-23T16:10:45.000+00:00
5,"            No hassle. The engineer just did it.
        ",2016-06-23T16:08:12.000+00:00
4,"            Heating service and repair found and fixed,no fuss.
        ",2016-06-23T15:46:57.000+00:00
5,"            Response is second to none & the Engineers are the finest on the Planet
        ",2016-06-23T15:46:11.000+00:00
5,"            reliable competent and punctual
        ",2016-06-23T15:41:57.000+00:00
5,"            Excellent professional service, pleasant, friendly, engineer carried out theservice and repair in an efficient and tidy manner.
        ",2016-06-23T15:00:28.000+00:00
5,"            I have been a customer of British gas for many years and always had excellent service. I had my boiler service yesterday, the ,engineer  was very efficient and left my kitchen in a clean and tidy state
        ",2016-06-23T14:06:57.000+00:00
5,"            Arrived within time slot given, quick and efficient.
        ",2016-06-23T12:59:04.000+00:00
5,"            prompt and efficient for our annual service.
        ",2016-06-23T12:21:38.000+00:00
5,"            I look at the money I spend with British Gas each month as insurance against not only losing our heating or hot water but also the loss of key appliances such as our overworked washing machine, cooker and even the dishwasher. It's not that I mind washing up but I sure as heck don't look forward to transporting the washing pile to friends or family and throwing myself on their good graces. I sleep much easier knowing that when my better half yells ""the washing machine is broke"" I know that a man who can is only a call away and on most occasions has come the same day to look, fix or occasionally to condemn the equipment - mind you when he condemned the tumble dryer after 20 years we then got some money towards a new one and when that one blew up within 2 years British Gas replaced it free of charge - good value, great service, well worth the peace of mind.
        ",2016-06-23T09:24:24.000+00:00
3,"            On the whole BG is good. However, when recently renewing my Homecare contract I noticed a large increase. So I went on-line to research this&found prices much lower! This seemed strange, so I rang-was on hold for quite a while-5-10mins to be told the differences etc.After numerous discussions&the lady ""seeing my point"" we came to another price agreement. V.slight increase, but nothing as much. I accepted.Then I received documents in the post ..saying I'd ""downgraded"" however this isnt so as I have the same cover as last year&its called the same thing...so how can I have lesser cover. So I rang to confirm this and a man said I hadnt been downgraded, it was as I had thought and all was the same...except the price was lower than the original price.So, why on earth do BG think they can continually increase the price of their ""service""¬ give the ""best deal"" unless someone questions it???!!! Bit unfair really.However, I have no other problem with BG. The ""annual service"" &workers I have contact with seem polite, knowledgeable&do their job.
        ",2016-06-23T09:07:09.000+00:00
5,"            Prompt and friendly visit.
        ",2016-06-23T09:00:50.000+00:00
4,"            Happy with the service
        ",2016-06-23T08:59:17.000+00:00
1,"            Please do not use british gas/Dynorod for your plumbing and drainsI waited all day today 21 June 2016 taking a day off work without getting paid, waiting for a plumber to arrive. I called to find out what was happening at around 4;30 ish and was told someone will call to confirm if an engineer was on its way. An engineer called me at 6pm to confirm they will still be coming down, 8pm and no one here. I called again only to be told it was not in the engineer's system??? Huh!!I waited the whole day for this and this is not the first time this has happened with british gas/dynorod. They promise all sorts when you sign up to all sorts of Homecare products but never deliver. All i have ever done is wait and wait for an engineer to turn upI am leaving this awful company and moving elsewherePlease do not waste your money
        ",2016-06-21T20:48:00.000+00:00
1,"            My mum pays monthly for the Britsh Gas boiler service, they phoned her recently to arrange a date for them to call. She is an 82 year old stage 4 Cancer patient and had to arrange a time around her care, everything was arranged for the visit on Tuesday 14th June 16. The date came & went and no visit from Britsh Gas, they couldn't even give a courtesy call to say they would not be coming. So the whole day wasted waiting around for them. Phoned customer care on Wednesday 15th June 16 and they could not give a reason for the no show. All they said was someone may have had en emergency when I asked what do they class as an emergency they said someone without heating, what in the summer !!! They then said  we will give you £10 credit to your account. If they think this is acceptable, they are very wrong it's not what I call 'Looking after your world' more like looking after their own world. Not happy at all and am thinking of moving to Swale Heating as I know from experience that they would have contacted if they could not make the visit. All this has done is stress my Mum out and quite frankly she could do without it. It's about time British Gas got their act together, after all they can turn up when they are selling you a new boiler. I wouldn't have given 1 star but could not get any further without putting something in.
        ",2016-06-16T17:46:56.000+00:00
